station_id,station_name,page_url,notes,enabled
lakota-communications-inc,"Lakota Communications, Inc.",https://www.kiliradio.live/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Lakota Communications, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
seventh-generation-media-services-inc,"Seventh Generation Media Services, Inc.",https://www.klndradio895.com/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Seventh Generation Media Services, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13",0
native-american-community-board-inc,"Native American Community Board, Inc.",https://www.nativeshop.org/dakota-talk-radio/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Native American Community Board, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
rosebud-sioux-tribe,Rosebud Sioux Tribe,https://www.rosebudsiouxtribe-nsn.gov/about-8,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Rosebud Sioux Tribe audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=14,0
nashville-public-radio,Nashville Public Radio,https://nashvillepublicradio.org/cpb-transparency-report/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Nashville Public Radio audited financial statements public documents | UNVERIFIED_GUESS: likely financial/audit page URL; confirm before enabling | VERIFIED_ALIAS: WPLN/Nashville Public Radio mapped to financials page | URL_UPDATED_2026-03-09_PASS2,1
cumberland-communities-communications-corporation,Cumberland Communities Communications Corporation,https://wdvx.com/about/history-mission/reports/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Cumberland Communities Communications Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=17 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
marfa-public-radio-corporation,Marfa Public Radio Corporation,https://www.marfapublicradio.org/fcc-public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Marfa Public Radio Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=12",0
brazos-valley-public-broadcasting-foundation,Brazos Valley Public Broadcasting Foundation,https://www.kwbu.org/about-us,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Brazos Valley Public Broadcasting Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
capitol-broadcasting-association-inc,"Capitol Broadcasting Association, Inc.",https://www.kmfa.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Capitol Broadcasting Association, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
community-wireless-of-park-city-inc,"Community Wireless of Park City, Inc.",https://www.kpcw.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Community Wireless of Park City, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
listeners-community-radio-of-utah-inc,"Listeners Community Radio of Utah, Inc.",https://krcl.org/listeners-community-radio-of-utah-is-a-501c3-registered-non-profit-ein-87-0322222/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Listeners Community Radio of Utah, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13",0
virginia-tech-foundation-inc,"Virginia Tech Foundation, Inc.",https://www.wvtf.org/wvtf-and-radio-iq-notices,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Virginia Tech Foundation, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
stu-comm-inc,"STU-COMM, Inc.",https://wnrn.org/about/annual-reports/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: STU-COMM, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15",0
northwest-communities-education-center,Northwest Communities' Education Center,https://kdna.org/annual-eeo-public-file/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Northwest Communities' Education Center audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9,0
spokane-public-radio,Spokane Public Radio,https://www.spokanepublicradio.org/tags/about-underwriting,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Spokane Public Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11,0
pacific-public-media,Pacific Public Media,https://www.knkx.org/reports,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Pacific Public Media audited financial statements public documents | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling,1
classic-radio,Classic Radio,https://www.houstonpublicmedia.org/about/corporation-for-public-broadcasting-cpb-compliance/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Classic Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11,0
friends-of-kexp,Friends of KEXP,https://www.kexp.org/about/annual-reports/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Friends of KEXP audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=17,0
seattle-public-schools,Seattle Public Schools,https://www.c895.org/cpb/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Seattle Public Schools audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=19 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
lac-courte-oreilles-ojibwa-public-broadcasting-cor,Lac Courte Oreilles Ojibwa Public Broadcasting Corporation,https://pbswisconsin.org/about/annual-reports/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Lac Courte Oreilles Ojibwa Public Broadcasting Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15,0
back-porch-radio-broadcasting-inc,"Back Porch Radio Broadcasting, Inc.",https://www.backporchradio.com/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Back Porch Radio Broadcasting, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=17",0
white-pine-community-broadcasting-inc,"White Pine Community Broadcasting, Inc.",https://www.wxpr.org/policy-and-compliance,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: White Pine Community Broadcasting, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
pocahontas-communications-cooperative-corporation,Pocahontas Communications Cooperative Corporation,https://www.alleghenymountainradio.org/about/pocahontas-county/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Pocahontas Communications Cooperative Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11,0
jackson-hole-community-radio-incorporated,"Jackson Hole Community Radio, Incorporated",https://891khol.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Jackson Hole Community Radio, Incorporated audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
npr,NPR,https://www.npr.org/about-npr/178660742/public-radio-finances,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: NPR audited financial statements public documents | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling,1
pbs,PBS,https://pbswisconsin.org/about/annual-reports/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: PBS audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15,0
prx,PRX,https://prx.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: PRX audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
american-public-television,American Public Television,https://www.aptonline.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: American Public Television audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
america-s-public-television-stations,America's Public Television Stations,https://apts.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: America's Public Television Stations audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
